"FileName","TargetIssueFreq","TargetCommitFreq","TargetChurn","ChangeFreq","ChangeChurn","Clique","Crossing","isCenter","ModularityViolation","PackageCycle","UnhealthyInheritance","UnstableInterface","isUnstableInterface"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.action.PDActionMovie_java","0","0","0","3","99","1","0","false","2","0","1","0","false"
"fontbox.src.main.java.org.apache.fontbox.encoding.StandardEncoding_java","0","0","0","3","500","0","0","false","0","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.form.PDFieldTree_java","0","0","0","4","117","1","1","false","0","0","1","1","false"
"pdfbox.src.test.java.org.apache.pdfbox.io.TestRandomAccessOutputStream_java","0","0","0","1","118","0","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.action.PDActionThread_java","0","0","0","2","114","1","0","false","1","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.common.filespecification.PDEmbeddedFile_java","0","0","0","7","112","1","3","false","4","2","1","7","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.Format_java","0","0","0","2","66","0","2","false","4","1","0","12","false"
"preflight.src.test.java.org.apache.pdfbox.preflight.utils.TestCOSUtils_java","0","0","0","10","602","0","2","false","5","0","1","9","false"
"fontbox.src.main.java.org.apache.fontbox.type1.Type1CharStringReader_java","0","0","0","2","39","0","0","false","0","1","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.shading.CoordinateColorPair_java","0","0","0","2","44","0","0","false","1","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.PDDocumentNameDestinationDictionary_java","0","0","0","3","99","1","0","false","0","2","0","0","false"
"examples.src.main.java.org.apache.pdfbox.examples.signature.cert.RevokedCertificateException_java","0","0","0","0","0","0","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.io.MemoryUsageSetting_java","0","0","0","3","283","0","1","false","1","0","0","1","false"
"fontbox.src.main.java.org.apache.fontbox.cff.CFFExpertSubsetCharset_java","0","0","0","6","332","0","0","false","2","0","0","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.multipdf.PDFCloneUtilityTest_java","0","0","0","5","71","0","0","false","2","0","0","0","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.GlyfSimpleDescript_java","0","0","0","8","788","0","0","false","2","0","1","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.io.TestIOUtils_java","0","0","0","2","61","0","0","false","0","0","0","0","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.ui.PDFTreeCellRenderer_java","0","0","0","7","44","0","0","false","1","1","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.state.PDExtendedGraphicsState_java","1","1","80","16","247","1","1","false","2","0","1","4","false"
"preflight.src.test.java.org.apache.pdfbox.preflight.metadata.TestMetadataFiles_java","0","0","0","2","149","0","0","false","0","0","1","0","false"
"fontbox.src.main.java.org.apache.fontbox.cff.CFFDataInput_java","0","0","0","2","95","0","0","false","2","0","1","2","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.PDFontLike_java","0","0","0","7","157","0","1","false","2","0","1","2","false"
"pdfbox.src.main.java.org.apache.pdfbox.filter.LZWFilter_java","0","0","0","22","881","1","1","false","11","1","1","14","false"
"preflight.src.test.java.org.apache.pdfbox.preflight.integration.TestInvalidFiles_java","0","0","0","5","183","0","0","false","3","0","0","7","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.action.PDAction_java","0","0","0","8","58","1","2","false","1","0","1","2","true"
"debugger.src.main.java.org.apache.pdfbox.debugger.treestatus.TreeStatus_java","0","0","0","2","10","0","0","false","1","1","0","0","false"
"tools.src.main.java.org.apache.pdfbox.tools.Version_java","0","0","0","7","42","0","0","false","2","0","0","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.process.ValidationProcess_java","0","0","0","2","44","0","4","false","3","2","1","12","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.flagbitspane.FieldFlag_java","0","0","0","1","2","0","0","false","0","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdfparser.BaseParser_java","4","4","114","103","3648","1","6","true","7","1","3","13","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdfparser.PDFXrefStreamParser_java","0","0","0","23","400","0","6","false","11","1","3","18","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdfparser.PDFParser_java","3","5","39","89","3312","1","6","false","5","2","2","15","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN_java","1","3","30","20","1032","1","4","false","6","1","1","10","false"
"xmpbox.src.test.java.org.apache.xmpbox.type.AbstractTypeTester_java","0","0","0","5","282","0","1","false","1","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFileAttachment_java","0","0","0","3","21","1","1","false","2","0","1","2","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.utils.ContextHelper_java","0","0","0","7","250","1","5","true","3","2","0","12","true"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation_java","2","2","10","31","1030","1","8","true","4","2","3","14","true"
"fontbox.src.main.java.org.apache.fontbox.ttf.TTCDataStream_java","0","0","0","2","97","0","0","false","1","0","1","2","false"
"examples.src.test.java.org.apache.pdfbox.examples.pdfa.CreatePDFATest_java","0","0","0","6","106","0","0","false","0","0","1","0","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.colorpane.IndexedTableModel_java","0","0","0","1","2","0","0","false","0","0","0","0","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.flagbitspane.FlagBitsPaneView_java","0","0","0","1","2","0","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.graphics.CurveTo_java","0","0","0","5","43","1","2","false","4","1","1","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.graphics.MoveTo_java","0","0","0","3","27","1","2","false","4","1","1","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.common.PDTypedDictionaryWrapper_java","0","0","0","4","205","0","0","false","1","1","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.PDPanoseClassification_java","0","0","0","6","117","0","0","false","1","0","0","0","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.RAFDataStream_java","0","0","0","7","553","0","1","false","4","0","1","2","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret_java","0","0","0","5","139","1","1","false","2","0","1","2","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.PostScriptTable_java","1","1","2","16","594","1","3","false","6","0","1","6","false"
"examples.src.main.java.org.apache.pdfbox.examples.interactive.form.CreateSimpleFormWithEmbeddedFont_java","1","1","86","3","92","0","0","false","0","0","3","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.color.PDCalGray_java","0","0","0","8","300","1","2","false","5","0","1","8","false"
"fontbox.src.main.java.org.apache.fontbox.util.autodetect.FontDirFinder_java","0","0","0","4","67","0","0","false","2","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.color.SetStrokingDeviceGrayColor_java","0","0","0","4","12","0","0","false","1","1","3","2","false"
"pdfbox.src.test.java.org.apache.pdfbox.encryption.TestPublicKeyEncryption_java","0","0","0","13","197","0","1","false","6","0","1","9","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.form.PDTextField_java","0","0","0","31","762","1","6","true","3","0","4","7","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.interactive.form.ControlCharacterTest_java","0","0","0","5","225","0","0","false","1","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace_java","0","0","0","29","516","1","5","true","7","1","2","14","true"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.text.SetTextRise_java","0","0","0","3","19","0","0","false","0","1","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFCatalog_java","0","0","0","6","80","1","0","false","2","0","0","2","false"
"xmpbox.src.main.java.org.apache.xmpbox.type.Types_java","0","0","0","4","157","1","13","true","1","1","1","15","true"
"xmpbox.src.main.java.org.apache.xmpbox.type.PDFAFieldType_java","0","0","0","2","71","1","4","false","3","1","2","15","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.encryption.SecurityHandlerFactory_java","0","0","0","9","272","1","1","false","1","1","1","0","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.GlyfCompositeComp_java","0","0","0","6","415","0","0","false","1","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.state.EmptyGraphicsStackException_java","0","0","0","2","36","0","0","false","0","1","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.PDVectorFont_java","1","1","8","3","52","0","2","false","1","0","1","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.FontMapper_java","0","0","0","15","1382","0","3","false","1","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitWidthDestination_java","0","0","0","4","6","1","0","false","1","0","1","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.metadata.XpacketParsingException_java","0","0","0","2","141","0","0","false","4","0","0","12","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler_java","1","1","6","34","1174","1","5","false","9","1","3","13","false"
"tools.src.main.java.org.apache.pdfbox.tools.PrintPDF_java","0","0","0","18","227","0","1","false","3","0","0","2","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.color.SetNonStrokingDeviceCMYKColor_java","0","0","0","3","10","0","0","false","1","1","3","2","false"
"xmpbox.src.main.java.org.apache.xmpbox.type.AbstractComplexProperty_java","1","2","12","6","199","1","14","true","3","2","2","15","true"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLink_java","1","1","23","14","242","1","2","false","4","0","1","4","false"
"fontbox.src.main.java.org.apache.fontbox.type1.Token_java","1","1","8","5","156","0","0","false","0","0","0","0","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.streampane.tooltip.RGToolTip_java","0","0","0","1","2","1","0","false","0","0","0","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDDocumentOutlineTest_java","0","0","0","2","72","0","0","false","0","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.digitalsignature.SignatureOptions_java","2","2","66","20","329","1","1","false","1","1","2","1","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.streampane.StreamPaneView_java","0","0","0","1","5","1","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.color.SetNonStrokingDeviceGrayColor_java","0","0","0","3","10","0","0","false","1","1","3","2","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.MemoryTTFDataStream_java","1","1","1","10","287","0","1","false","1","0","1","2","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.interactive.form.AlignmentTest_java","0","0","0","2","143","0","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.blend.BlendComposite_java","1","1","21","8","268","0","0","false","1","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.common.function.type4.Operators_java","0","0","0","4","147","1","0","false","1","0","1","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.util.filetypedetector.FileTypeDetector_java","0","0","0","4","156","0","1","false","0","0","0","1","false"
"fontbox.src.main.java.org.apache.fontbox.cff.CFFFont_java","0","0","0","27","3059","1","2","true","6","0","3","5","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.TestPDPageTransitions_java","0","0","0","2","88","0","0","false","0","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.rendering.ImageType_java","0","0","0","2","75","0","0","false","0","0","0","0","false"
"examples.src.main.java.org.apache.pdfbox.examples.pdmodel.EmbeddedMultipleFonts_java","0","0","0","0","0","0","0","false","0","0","2","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.graphics.EndPath_java","0","0","0","1","4","1","0","false","0","1","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.encoding.Type1Encoding_java","0","0","0","3","12","0","3","false","1","0","1","2","false"
"xmpbox.src.test.java.org.apache.xmpbox.type.AttributeTest_java","0","0","0","3","78","0","0","false","3","0","0","15","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.annotation.pdfa.PDFAbAnnotationFactory_java","0","0","0","3","133","1","2","false","3","0","1","12","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.ValidationResult_java","0","0","0","21","1007","0","13","false","2","9","0","13","true"
"fontbox.src.main.java.org.apache.fontbox.afm.Composite_java","0","0","0","3","80","0","0","false","3","0","0","3","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.NameRecord_java","0","0","0","3","310","0","1","false","2","0","0","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.common.PDDictionaryWrapper_java","0","0","0","7","297","0","0","false","1","1","1","0","false"
"xmpbox.src.test.java.org.apache.xmpbox.type.TestVersionType_java","0","0","0","4","208","0","3","false","3","0","0","15","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.measurement.PDRectlinearMeasureDictionary_java","0","0","0","4","62","1","1","false","2","0","1","2","false"
"xmpbox.src.main.java.org.apache.xmpbox.type.RealType_java","0","0","0","3","118","1","3","false","2","1","1","15","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDObjectReference_java","1","2","12","11","385","1","3","false","7","0","1","11","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceEntry_java","0","0","0","6","152","1","1","false","4","1","2","5","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.xobject.XObjectValidator_java","0","0","0","3","50","0","0","false","4","0","0","12","false"
"fontbox.src.main.java.org.apache.fontbox.afm.CharMetric_java","0","0","0","3","290","0","0","false","3","0","0","3","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure_java","0","0","0","21","1012","1","11","false","10","1","0","19","false"
"fontbox.src.main.java.org.apache.fontbox.cff.CFFOperator_java","0","0","0","7","282","0","0","false","4","0","0","3","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.CIDSystemInfo_java","0","0","0","2","64","0","0","false","1","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.rendering.PageDrawerParameters_java","0","0","0","1","58","1","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.markedcontent.EndMarkedContentSequence_java","0","0","0","2","8","0","0","false","1","2","0","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.font.Type1FontValidator_java","0","0","0","11","685","1","6","false","8","0","2","18","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.encoding.DictionaryEncoding_java","2","5","101","16","175","0","3","false","3","0","1","3","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType4_java","0","0","0","10","620","1","1","false","2","0","2","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFField_java","2","2","15","27","776","1","10","true","10","0","3","21","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.color.SetStrokingColor_java","0","0","0","2","5","0","0","false","1","1","2","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.color.PDGamma_java","0","0","0","2","78","0","0","false","6","0","1","5","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.font.Type3FontValidator_java","0","0","0","22","2144","1","8","false","8","0","4","18","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.CmapLookup_java","0","0","0","0","0","0","0","false","0","0","1","0","false"
"xmpbox.src.test.java.org.apache.xmpbox.schema.TestExifXmp_java","0","0","0","4","90","0","1","false","1","0","3","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.encoding.GlyphList_java","1","1","10","9","138","0","3","false","1","0","1","3","false"
"pdfbox.src.test.java.org.apache.pdfbox.multipdf.MergeAnnotationsTest_java","0","0","0","2","129","0","0","false","0","0","0","0","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.hexviewer.UpperPane_java","0","0","0","1","2","1","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.action.PDDocumentCatalogAdditionalActions_java","0","0","0","5","23","1","2","false","4","0","0","2","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationPopup_java","0","0","0","7","57","1","2","false","2","0","1","2","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.graphics.GraphicsOperatorProcessor_java","0","0","0","1","8","1","0","false","0","1","1","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.action.AbstractActionManager_java","0","0","0","5","417","1","3","true","5","1","1","12","true"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.encryption.PublicKeyRecipient_java","0","0","0","2","3","0","0","false","1","0","0","0","false"
"examples.src.main.java.org.apache.pdfbox.examples.pdmodel.GoToSecondBookmarkOnOpen_java","0","0","0","9","139","0","2","false","3","0","1","1","false"
"xmpbox.src.main.java.org.apache.xmpbox.type.PropertiesDescription_java","0","0","0","5","111","0","2","false","1","1","0","15","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuildDataDict_java","0","0","0","6","367","0","0","false","1","0","1","1","false"
"tools.src.test.java.org.apache.pdfbox.tools.TestTextToPdf_java","0","0","0","4","20","0","0","false","1","0","0","0","false"
"xmpbox.src.test.java.org.apache.xmpbox.type.TestJobType_java","0","0","0","4","205","0","4","false","3","0","0","15","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.FontInfo_java","0","0","0","3","128","0","0","false","1","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.cos.COSDictionary_java","3","3","87","34","6160","1","29","true","5","5","5","21","true"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.graphics.CloseAndStrokePath_java","0","0","0","1","4","1","0","false","0","1","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.util.Version_java","0","0","0","3","62","0","0","false","0","0","0","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.filter.TestFilters_java","0","0","0","10","216","0","1","false","5","0","0","9","false"
"fontbox.src.main.java.org.apache.fontbox.util.autodetect.UnixFontDirFinder_java","0","0","0","6","116","0","0","false","1","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.state.SetGraphicsStateParameters_java","1","1","7","6","43","0","2","false","3","1","0","2","false"
"fontbox.src.test.java.org.apache.fontbox.ttf.TTFSubsetterTest_java","1","1","41","7","417","0","0","false","0","0","0","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.util.TestNumberFormatUtil_java","0","0","0","1","201","0","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFAnnotationStrikeOut_java","0","0","0","4","23","1","1","false","2","0","1","2","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFAnnotationPolygon_java","0","0","0","9","154","1","1","false","2","0","1","2","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.common.PDStream_java","0","0","0","26","4733","1","15","true","12","3","4","19","true"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.color.SetNonStrokingColorSpace_java","0","0","0","5","32","0","3","false","4","1","0","4","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.state.SetMatrix_java","1","1","6","4","39","0","2","false","3","1","0","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdfparser.SequentialSource_java","1","1","16","2","121","0","1","false","0","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.digitalsignature.SignatureInterface_java","0","0","0","6","76","0","0","false","1","1","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType7_java","0","0","0","10","200","1","1","false","2","0","1","1","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.font.container.Type3Container_java","0","0","0","4","69","0","2","false","2","0","1","3","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.GlyphRenderer_java","1","2","21","12","493","0","0","false","6","0","1","1","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.graphics.image.JPEGFactoryTest_java","0","0","0","22","612","0","2","false","1","0","0","1","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.BufferedRandomAccessFile_java","1","1","2","4","333","0","0","false","0","0","0","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.process.PageTreeValidationProcess_java","0","0","0","8","115","1","5","false","2","2","1","12","false"
"examples.src.main.java.org.apache.pdfbox.examples.signature.validation.CertInformationCollector_java","0","0","0","1","497","1","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.rendering.TTFGlyph2D_java","0","0","0","6","207","0","3","false","1","0","3","1","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.ui.MapEntry_java","0","0","0","1","2","0","0","false","0","2","1","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.font.TestTTFParser_java","0","0","0","11","361","0","3","false","3","0","0","5","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.PageLayout_java","1","1","4","3","126","0","0","false","1","0","0","0","false"
"preflight.src.test.java.org.apache.pdfbox.preflight.action.pdfa1b.TestThreadAction_java","0","0","0","2","121","0","0","false","1","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.filter.CryptFilter_java","0","0","0","6","259","1","0","false","1","1","1","1","false"
"xmpbox.src.main.java.org.apache.xmpbox.type.PartType_java","0","0","0","2","15","1","3","false","2","1","1","15","false"
"fontbox.src.main.java.org.apache.fontbox.cff.CIDKeyedType2CharString_java","0","0","0","3","60","0","0","false","1","1","0","0","false"
"xmpbox.src.main.java.org.apache.xmpbox.xml.XmpSerializer_java","0","0","0","9","488","0","5","false","3","0","3","15","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.ui.MenuBase_java","0","0","0","1","2","0","0","false","0","1","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.color.PDOutputIntent_java","0","0","0","8","465","1","1","false","2","1","1","6","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.graphics.ClipNonZeroRule_java","0","0","0","1","4","1","0","false","0","1","0","0","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.fontencodingpane.FontEncodingPaneController_java","0","0","0","4","53","1","0","false","1","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.state.SetLineWidth_java","0","0","0","4","21","0","1","false","2","1","0","2","false"
"xmpbox.src.test.java.org.apache.xmpbox.schema.PDFAIdentificationOthersTest_java","0","0","0","3","116","0","2","false","3","0","0","15","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.graphic.ColorSpaceHelperFactory_java","0","0","0","3","145","1","2","false","3","1","1","12","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.ui.textsearcher.SearchEngine_java","0","0","0","4","8","0","0","false","2","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.action.PDActionRemoteGoTo_java","0","0","0","6","66","1","1","false","3","0","1","2","false"
"pdfbox.src.test.java.org.apache.pdfbox.ParallelParameterized_java","0","0","0","6","108","0","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.shading.PDShading_java","0","0","0","14","355","1","2","true","1","0","4","2","true"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.form.PlainText_java","0","0","0","8","324","1","0","false","1","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationSquareCircle_java","0","0","0","15","249","1","2","false","1","0","1","3","false"
"xmpbox.src.test.java.org.apache.xmpbox.type.TestDerivedType_java","0","0","0","5","382","0","1","false","3","0","2","15","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation_java","0","0","0","22","2126","0","0","false","4","0","3","13","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.interactive.form.PlainTextTest_java","0","0","0","1","72","0","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationRubberStamp_java","0","0","0","6","33","1","2","false","1","0","1","2","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.fontencodingpane.SimpleFont_java","0","0","0","6","47","1","0","false","2","0","2","0","false"
"preflight.src.test.java.org.apache.pdfbox.preflight.TestPDFBox3743_java","1","1","55","1","55","0","0","false","0","0","1","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.action.SubmitAction_java","0","0","0","3","151","1","3","false","4","1","1","12","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFAnnotationUnderline_java","0","0","0","4","23","1","1","false","2","0","1","2","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.form.PDVariableText_java","1","1","6","33","874","1","9","true","4","1","5","12","false"
"pdfbox.src.main.java.org.apache.pdfbox.cos.COSInteger_java","0","0","0","8","88","0","6","false","3","2","1","11","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFPageInfo_java","0","0","0","4","21","0","0","false","2","0","0","2","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.MissingResourceException_java","0","0","0","1","31","0","0","false","0","2","0","0","false"
"examples.src.main.java.org.apache.pdfbox.examples.pdmodel.CreateLandscapePDF_java","0","0","0","17","295","0","2","false","8","0","0","8","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.color.PDCIEBasedColorSpace_java","0","0","0","7","152","0","1","false","2","0","0","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.FontMappers_java","0","0","0","3","60","1","0","false","0","0","1","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.graphics.image.CCITTFactoryTest_java","2","2","70","23","485","0","4","false","5","0","0","3","false"
"pdfbox.src.main.java.org.apache.pdfbox.io.ScratchFileBuffer_java","0","0","0","7","1053","1","0","false","0","1","0","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.common.function.type4.TestParser_java","0","0","0","3","81","0","0","false","1","0","0","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.PreflightContext_java","0","0","0","19","895","1","15","true","3","8","1","13","true"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageXYZDestination_java","0","0","0","4","37","1","0","false","1","0","2","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.fdf.FDFAnnotationTest_java","0","0","0","3","96","0","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode_java","1","1","16","3","34","0","0","false","0","1","0","0","false"
"fontbox.src.test.java.org.apache.fontbox.ttf.RAFDataStreamTest_java","0","0","0","0","0","0","0","false","0","0","0","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.cos.PDFDocEncodingTest_java","1","1","25","3","120","0","0","false","0","0","0","0","false"
